-2.338599999999999923e+01 1.200490000000000066e+02 7.000000000000000000e+01
-2.338599999999999923e+01 1.200499999999999972e+02 7.000000000000000000e+01
-2.338599999999999923e+01 1.200510000000000019e+02 7.000000000000000000e+01
-2.338599999999999923e+01 1.200520000000000067e+02 7.000000000000000000e+01
-2.338599999999999923e+01 1.200529999999999973e+02 7.000000000000000000e+01
-2.338599999999999923e+01 1.200540000000000020e+02 7.000000000000000000e+01
-2.338599999999999923e+01 1.200550000000000068e+02 7.000000000000000000e+01
-2.338500000000000156e+01 1.200469999999999970e+02 7.000000000000000000e+01
-2.338500000000000156e+01 1.200480000000000018e+02 7.000000000000000000e+01
-2.338500000000000156e+01 1.200490000000000066e+02 7.000000000000000000e+01
-2.338500000000000156e+01 1.200550000000000068e+02 7.000000000000000000e+01
-2.338500000000000156e+01 1.200559999999999974e+02 7.000000000000000000e+01
-2.338500000000000156e+01 1.200570000000000022e+02 7.000000000000000000e+01
-2.338400000000000034e+01 1.200460000000000065e+02 7.000000000000000000e+01
-2.338400000000000034e+01 1.200469999999999970e+02 7.000000000000000000e+01
-2.338400000000000034e+01 1.200570000000000022e+02 7.000000000000000000e+01
-2.338400000000000034e+01 1.200580000000000069e+02 7.000000000000000000e+01
-2.338299999999999912e+01 1.200450000000000017e+02 7.000000000000000000e+01
-2.338299999999999912e+01 1.200460000000000065e+02 7.000000000000000000e+01
-2.338299999999999912e+01 1.200580000000000069e+02 7.000000000000000000e+01
-2.338299999999999912e+01 1.200589999999999975e+02 7.000000000000000000e+01
-2.338200000000000145e+01 1.200450000000000017e+02 3.769230769230769340e+01
-2.338200000000000145e+01 1.200589999999999975e+02 7.000000000000000000e+01
-2.338100000000000023e+01 1.200450000000000017e+02 3.500000000000000000e+01
-2.338100000000000023e+01 1.200589999999999975e+02 7.000000000000000000e+01
-2.338100000000000023e+01 1.200600000000000023e+02 7.000000000000000000e+01
-2.337999999999999901e+01 1.200450000000000017e+02 3.500000000000000000e+01
-2.337999999999999901e+01 1.200600000000000023e+02 7.000000000000000000e+01
-2.337900000000000134e+01 1.200450000000000017e+02 4.083333333333333570e+01
-2.337900000000000134e+01 1.200600000000000023e+02 7.000000000000000000e+01
-2.337800000000000011e+01 1.200450000000000017e+02 7.000000000000000000e+01
-2.337800000000000011e+01 1.200600000000000023e+02 7.000000000000000000e+01
-2.337699999999999889e+01 1.200450000000000017e+02 7.000000000000000000e+01
-2.337699999999999889e+01 1.200600000000000023e+02 7.000000000000000000e+01
-2.337600000000000122e+01 1.200450000000000017e+02 7.000000000000000000e+01
-2.337600000000000122e+01 1.200589999999999975e+02 7.000000000000000000e+01
-2.337600000000000122e+01 1.200600000000000023e+02 7.000000000000000000e+01
-2.337500000000000000e+01 1.200450000000000017e+02 7.000000000000000000e+01
-2.337500000000000000e+01 1.200580000000000069e+02 7.000000000000000000e+01
-2.337500000000000000e+01 1.200589999999999975e+02 7.000000000000000000e+01
-2.337399999999999878e+01 1.200450000000000017e+02 7.000000000000000000e+01
-2.337399999999999878e+01 1.200570000000000022e+02 7.000000000000000000e+01
-2.337399999999999878e+01 1.200580000000000069e+02 7.000000000000000000e+01
-2.337300000000000111e+01 1.200450000000000017e+02 7.000000000000000000e+01
-2.337300000000000111e+01 1.200559999999999974e+02 7.000000000000000000e+01
-2.337300000000000111e+01 1.200570000000000022e+02 7.000000000000000000e+01
-2.337199999999999989e+01 1.200450000000000017e+02 7.000000000000000000e+01
-2.337199999999999989e+01 1.200550000000000068e+02 7.000000000000000000e+01
-2.337199999999999989e+01 1.200559999999999974e+02 7.000000000000000000e+01
-2.337099999999999866e+01 1.200450000000000017e+02 7.000000000000000000e+01
-2.337099999999999866e+01 1.200529999999999973e+02 7.000000000000000000e+01
-2.337099999999999866e+01 1.200540000000000020e+02 7.000000000000000000e+01
-2.337099999999999866e+01 1.200550000000000068e+02 7.000000000000000000e+01
-2.337000000000000099e+01 1.200450000000000017e+02 7.000000000000000000e+01
-2.337000000000000099e+01 1.200510000000000019e+02 7.000000000000000000e+01
-2.337000000000000099e+01 1.200520000000000067e+02 7.000000000000000000e+01
-2.337000000000000099e+01 1.200529999999999973e+02 7.000000000000000000e+01
-2.336899999999999977e+01 1.196970000000000027e+02 3.500000000000000000e+01
-2.336899999999999977e+01 1.200450000000000017e+02 7.000000000000000000e+01
-2.336899999999999977e+01 1.200510000000000019e+02 7.000000000000000000e+01
-2.336799999999999855e+01 1.196970000000000027e+02 3.500000000000000000e+01
-2.336799999999999855e+01 1.196979999999999933e+02 3.500000000000000000e+01
-2.336799999999999855e+01 1.196989999999999981e+02 3.500000000000000000e+01
-2.336799999999999855e+01 1.200450000000000017e+02 7.000000000000000000e+01
-2.336799999999999855e+01 1.200490000000000066e+02 7.000000000000000000e+01
-2.336700000000000088e+01 1.196989999999999981e+02 3.500000000000000000e+01
-2.336700000000000088e+01 1.197000000000000028e+02 3.500000000000000000e+01
-2.336700000000000088e+01 1.197009999999999934e+02 3.500000000000000000e+01
-2.336700000000000088e+01 1.200439999999999969e+02 7.000000000000000000e+01
-2.336700000000000088e+01 1.200450000000000017e+02 7.000000000000000000e+01
-2.336700000000000088e+01 1.200480000000000018e+02 7.000000000000000000e+01
-2.336599999999999966e+01 1.197009999999999934e+02 3.500000000000000000e+01
-2.336599999999999966e+01 1.197019999999999982e+02 3.500000000000000000e+01
-2.336599999999999966e+01 1.197030000000000030e+02 3.500000000000000000e+01
-2.336599999999999966e+01 1.200430000000000064e+02 7.000000000000000000e+01
-2.336599999999999966e+01 1.200439999999999969e+02 7.000000000000000000e+01
-2.336599999999999966e+01 1.200460000000000065e+02 7.000000000000000000e+01
-2.336499999999999844e+01 1.197030000000000030e+02 3.500000000000000000e+01
-2.336499999999999844e+01 1.197039999999999935e+02 3.500000000000000000e+01
-2.336499999999999844e+01 1.200409999999999968e+02 7.000000000000000000e+01
